LDKN	ui8 	1	3.0
LDSS	sp78	2	0.0
LDWA	hex_	8	0000000000000000
LDWE	hex_	4	0187dd0f
LDWL	hex_	8	0000000000000001
LGPA	ui64	8	0000e51e08000000
LGPB	flag	1	00
LGPD	?	?	ERR
LGPE	flag	1	00
LGPI	ui32	4	0.0
LGPP	flag	1	00
LIDB	flag	1	00
MBSS	ui16	2	0.0
MEPS	hex_	3	000102
MFIC	hex_	4	00000000
MFIX	flag	1	00
MPBT	flag	1	00
MPBd	flag	1	00
MPRA	ui8 	1	0.0
MPRC	ui32	4	0.0
MPRD	ui8 	1	0.0
MPRE	ui8 	1	0.0
MPRT	sp78	2	0.0
MPTB	flag	1	01
MPWF	flag	1	01
MSAE	flag	1	01
MSAL	hex_	1	4b
MSAP	ui8 	1	3.0
MSAc	fp88	2	0000
MSAf	fp6a	2	0000
MSAg	fp88	2	0000
MSAi	fp88	2	0000
MSBC	ui16	2	0.0
MSBP	flt 	4	40.917396545410156
MSBc	ui16	2	0.0
MSBp	flt 	4	40.917396545410156
MSC0	ui16	2	5.0
MSC1	ui16	2	13.0
MSC2	ui16	2	52476.0
MSFE	ui8 	1	0.0
MSFL	ch8*	4	00000000
MSFM	ui8 	1	0.0
MSFN	ui8 	1	0.0
MSFV	flt 	4	0.0
MSGA	fp6a	2	0000
MSKE	flag	1	01
MSKT	ui16	2	0.0
MSLC	ui8 	1	0.0
MSLD	ui8 	1	0.0
MSLE	flag	1	01
MSLG	ui8 	1	0.0
MSLP	ui8 	1	0.0
MSLS	ui8 	1	0.0
MSLm	flt 	4	1.0
MSLn	flt 	4	0.0
MSPA	fp6a	2	0000
MSPC	ui8 	1	15.0
MSPP	ui8 	1	0.0
MSPR	ui8 	1	0.0
MSPS	hex_	2	0001
MSPT	hex_	5	2913000910
MSPU	hex_	6	000100010001
MSQC	hex_	2	0000
MSQL	ui8 	1	2.0
MSQM	ui8 	1	5.0
MSQW	ui16	2	0.0
MSSB	si8 	1	00
MSSC	flag	1	00
MSSD	si8 	1	05
MSSP	si8 	1	05
MSSS	ui8 	1	0.0
MSSW	flag	1	00
MST3	ui32	4	0.0
MST6	ui64	8	0000000000000000
MSTC	ui16	2	0.0
MSTD	ui16	2	0.0
MSTL	ui32	4	11457320.0
MSTS	ui8 	1	26.0
MSWr	ui8 	1	25.0
MSX0	ui16	2	12345.0
MSX2	ui8 	1	12.0
MSX9	ui8 	1	48.0
MSXA	ch8*	4	4d534166
MSXC	ui32	4	0.0
MSXD	ch8*	16	0000000000000000
MSXH	ch8*	16	0000000000000000
MSXK	ch8*	32	0102040506070809
MSXL	ch8*	16	0000fde80000fde8
MSXN	ui8 	1	58.0
MSXP	ui32	4	0.0
MSXS	ch8*	4	01020004
MSXT	ui32	4	4294967295.0
MSXU	hex_	2	0000
MSXZ	flt 	4	0.0
MSXb	ui8 	1	0.0
MSXc	ui32	4	0.0
MSXd	ch8*	16	0000000000000000
MSXh	ch8*	16	0000000000000000
MSXk	ch8*	32	0102030405060708
MSXl	ch8*	16	286b6e4e286b6e4e
MSXm	ui16	2	8.0
MSXn	ui8 	1	89.0
MSXs	ui32	4	16909060.0
MSXt	ch8*	16	0000000000000000
MSbc	ui8 	1	0.0
MSkc	ui8 	1	16.0
MSt0	flt 	4	0.0
MSt1	flt 	4	0.0
MSt2	flt 	4	0.0
MSt3	flt 	4	0.0
MSt4	flt 	4	0.0
MSt5	flt 	4	0.0
MStc	ui8 	1	0.0
MSxb	hex_	2	0233
MSxd	hex_	32	0233000005221200
MSxs	hex_	16	02360000e98d1300
MT0c	flt 	4	0.0
MT0g	flt 	4	0.0
MT0t	flt 	4	0.0
MT0z	flt 	4	0.0
MT1c	flt 	4	0.0
MT1g	flt 	4	0.0
MT1t	flt 	4	0.0
MT2c	flt 	4	0.0
MT2g	flt 	4	0.0
MT2t	flt 	4	0.0
MT3c	flt 	4	0.0
MT3g	flt 	4	0.0
MT3t	flt 	4	0.0
MT4c	flt 	4	0.0
MT4g	flt 	4	0.0
MT4t	flt 	4	0.0
MT5c	flt 	4	0.0
MT5g	flt 	4	0.0
MT5t	flt 	4	0.0
MTBc	flt 	4	0.0
MTBg	flt 	4	0.0
MTBt	flt 	4	0.0
N0Tr	ui8 	1	0.0
N0Tw	ui8 	1	0.0
NACK	ui8 	1	0.0
NATJ	ui8 	1	0.0
NATi	ui16	2	0.0
NESN	hex_	4	00000000
NOPB	ui8 	1	0.0
NTAP	flag	1	01
NTOK	ui8 	1	0.0
Ns0T	ui8 	1	1.0
Ns1T	ui8 	1	1.0
NsNL	ui8 	1	2.0
OSSS	hex_	32	0000000000000000
OSWD	ui16	2	59.0
PA8C	flt 	4	0.0
PAPC	flt 	4	0.0
PBLR	flt 	4	0.0
PC0R	flt 	4	33.022361755371094
PCAC	flt 	4	0.0
PCIC	flt 	4	0.0
